1	サー・マイケル・フィリップ・ジャガーの出身は？
2	ラオス王国の王族の名前はなんですか？
6	ロジャー・フェデラーはいつ生まれた
9	発見された中で最大のクロトガリザメの大きさは？
11	海底ケーブルが初めて結ばれたのはどこ？
13	フェンダー社が設立されたのはいつ
15	スペースオペラの起源はいつ
17	梅干しの発祥はどこ
18	ニューヨーク市の面積は？
19	桂 銀淑のデビュー曲は何？
20	『ブリタニア列王史』の著者は誰？
21	スウェーデン映画『ぼくのエリ 200歳の少女』の少女は人間ですか？
23	ハンス＝ヨアヒム・ヴァルター・ルドルフ・ジークフリート・マルセイユが乗った戦闘機は何？
24	フレデリック・クライスト・トランプはどこで生まれた？
25	ポケモンGOを開発した会社は何？
27	レオニード・イリイチ・ブレジネフの出身はどこ
28	伊集院光の出身はどこ
29	エドガー・アラン・ポーの処女作は何？
31	ベドルジフ・スメタナの出身はどこ？
32	末梢神経とはどこにありますか？
34	パナールはいつ設立した？
35	小林一三の出身はどこ
36	細胞培養が初めて成功したのはいつ？
37	日本のアイヌ語を話せる人はいますか？
38	コロンバスは面積何㎢ですか？
39	スティーブン・ケヴィン・バノンの出身はどこ
40	稲作はどこで始まった？
41	うどんの消費量が一番多い県はどこ？
42	野村沙知代はいつ亡くなりましたか？
43	カントリー・ミュージックの起源はいつ？
44	日本最大の多目的ダムは何
45	アドルフ・ヒトラーはどうやって自殺した？
46	シネマライズで初めて公開された映画は何？
47	ニジェール共和国はいつ建国された？
50	ＧＡＰの本社はアメリカ合衆国ですか？
51	サントリーウイスキーの最初の工場はどこにある？
52	雇用保険法が成立したのはいつ
53	名鉄1000系電車が初めて運用されたのはいつ
54	カイガラムシは主に何を食べる？
55	『ポケットモンスター』がアニメ化され放送されたのはいつ
56	最大の旅客機の名前は？
57	梵 英心のＮＰＢ時代の主な守備位置は？
58	アルカンは自然界に存在する？
60	リチャード・レイヴァ・ラミレスの出身はどこ
61	キラキラネームが流行し始めたのはいつから？
62	クリミア半島の大きさは何Km2ですか？
63	オートファジーを発見したのは誰
66	一撃離脱戦法とはどのような戦法ですか？
68	ドラえもんの体の色は？
69	エリー運河の長さは？
70	ローレンス・ウィンチェスター・ウェザビーはいつ生まれた？
72	フランソワ・アシル・バゼーヌの出身はどこ
74	チャートの語源はなんですか？
75	バロック音楽の特徴はなんですか？
76	車田正美の出身はどこ
77	東京ドームはいつ建設された
79	朝日新聞社はいつ創刊しましたか？
81	チェコ鉄道680系電車が初めて運用されたのはいつ
82	斎藤佑樹投手の出身校はどこ？
83	イーライ・ホイットニーの出身はどこ？
84	タンタルの融点は摂氏何度？
85	ロシア帝国でロマノフ朝が始まるのは何年からですか？
86	シェパーズ・ブッシュにカトリック教会はある？
87	農耕社会に法律は存在した？
89	ブラインド・フェイスはいつ結成した？
92	日本で世帯視聴率が最も高くなる時間帯は？
93	文化財保護法は有形のものだけに適応されますか？
95	米国ユタ州はモルモン教路が築いた？
96	日本には近衛兵はいますか？
97	チャールズ・サンダース・パースはどこの大学出身？
98	ドナルド・ハーバート・デイヴィッドソンはいつ生まれた？
99	日本は国民国家？
100	オスマン帝国は何人のアルメニア人を虐殺した？
104	開陽丸の大きさは？
106	リチャード・ベルマンの出身はどこ
107	温度計の起源はいつ
108	サルヴァトーレ・マランツァーノはいつ生まれた？
109	五月革命が起きた原因は何？
111	日本選手権優勝チームに賞金は出る？
112	家庭用ゲーム機を初めて開発した会社は何？
113	民間防衛の概念はいつ日本で誕生した？
114	武満 徹のデビュー曲は何
116	アベノミクスはＧＤＰ成長に貢献した？
119	弁理士の資格はいつから導入された？
120	ノースカロライナ州最大の都市はどこ？
121	ネバダ州最大の都市はどこ？
123	集団的自衛権が認められたのはいつ
124	ルイス・キャロルはいつ生まれた？
125	鳥山明がドラゴンボールを描き始めたのはいつから？
126	医師免許の取得に国家試験を受ける必要がある？
127	安土桃山時代を築いた将軍は誰？
128	並河 靖之はいつ生まれた？
129	ゴットランドとはどこですか？
130	日本テレビはいつ開局した？
131	イニーアス・ライオネル・アクトン・マッキントッシュはどこで生まれた？
134	アメリカ合衆国において一番多い人種は何？
135	ジャワハルラール・ネルーの最終学歴は何？
136	グラビアアイドルはいつ誕生した？
138	スターゲイト SG-1はいつ放送開始した
139	競馬の発祥はどこ
140	テキサス独立戦争の「アラモの戦い」の名前の由来は何？
141	ジミー・ペイジ OBEはいつ生まれた
142	世界最初のバトルロイヤルゲームは何？
143	自然の権利を提唱したのは誰
144	イヴェット・ルーディの性別は？
145	遊牧民族とはどのような生活スタイルをいいますか？
146	アニメ「マクロスシリーズ」のテレビ放送が始まったのはいつ
147	ホクトベガのデビュー戦は何？
149	団塊世代とはどのような人を指しますか？
150	スティーブ・ヤングの出身大学はどこ
152	『デイズ・オブ・アワ・ライブス』のジャンルは何
153	ミトコンドリアDNA枯渇症候群に治療法はある？
154	アンパンマンのキャラクターは何種ありますか？
155	鉄砲の起源はいつ
156	インディアンがアメリカに到達したのはいつ
157	ポール・ランドの出身はどこ
158	ガートルード・エリザベス・マーガレット・アンスコムはいつ生まれた？
159	国境なき医師団の創設者は誰
160	植物ウイルスで最初に発見されたものはなに
161	欧州連合にトルコは加盟した？
163	競馬の発祥はどこ？
164	新約聖書はどの言語で書かれた？
166	日本最後の太政大臣は誰？
167	ヒューストンにＮＡＳＡはある？
168	尼子 晴久にこどもはいた？
169	エチオピアの首都はどこですか？
170	名古屋鉄道はいつ設立した
171	日野自動車が初めて販売したトラックは何
172	フェリクス・フォン・ルックナー伯爵はどこ出身？
175	エルビス・プレスリーはどこの出身？
176	エルサレムはどこにありますか？
177	第51回スーパーボウルで勝ったのはどっち？
179	魚雷を開発したのは誰？
180	星野 長太郎の出身地はどこ
