0	Je,nchi gani yenye kuzalisha chungwa kwa wingi zaidi duniani?
1	Je,nani mwanzilishi wa mchezo wa StarCraft?
3	Je,nani wa kwanza kufika kwenye mwezi?
4	Makka inapatikana nchi gani?
5	Teolojia ya dogma ni nini?
7	Je,shirika la Bees for Development ilianza mwaka upi?
9	Je mto mkubwa sana Afrika ni gani?
11	Je,Juan Carlos Tedesco alisomea katika chuo kikuu gani?
14	Romano Prodi alijiunga na siasa mwaka gani?
15	Je,nani mwanzilishi wa kampuni ya Visa Inc?
16	Mlima mkubwa zaidi duniani ni upi?
17	Maurice Omondi Odumbe alianza kucheza kriketi mwaka gani?
18	Je, Carl Gustav Jung alizaliwa lini?
19	Nchi ya Tanzania ina mikoa mingapi?
20	Kanisa la kwanza la kianglikana lilianza wapi?
21	Je,bahari kubwa zaidi duniani ni gani?
23	Rais wa kwanza wa Urusi aliitwa nani?
24	Mji wa Weimar una idadi ngapi ya watu?
25	Je, umoja wa mataifa ulianzishwa na nani?
26	Je, Dk. Angela Merkel ana watoto?
28	Mae Carol Jemison alizaliwa mwaka gani?
30	Nani aliwaongoza wanaisraeli kutoka misri hadi kanani?
31	Tuzo za Grammy zilianzishwa mwaka gani?
33	Je,rais wa kwanza wa Tanzania aliitwa nani?
39	Lugha ya Kiswahili ilianzia wapi?
40	Je,Dar es Salaam ina idadi ya watu wangapi?
41	Latitudo ina maana gani?
42	Je,mji mkuu wa fiji ni upi?
45	Je,Sudan Ilipata Uhuru lini?
46	Gowee ana rangi ngapi?
48	Kangaruu anabeba mimba kwa muda gani?
50	Je,Tanzania ina Mikoa ngapi kwa jumla?
51	Mlima kenya ina ukubwa kiasi gani?
53	Mji mkuu Ethiopia ni upi?
54	Je, Rais wa Kenya 2019 Uhuru Kenyatta alisomea shule gani ya sekondari?
55	Je,Marekani Ina idadi ya watu wangapi?
57	Je,lugha ya kiswahili ndyio lugha rasmi ya nchi ya Tanzania?
58	Mto Kongo una urefu gani?
59	Je,mlima Himalaya ina urefu wa mita ngapi?
60	Je,Anthony Alexandre Anderson alizaliwa mwaka upi?
61	Je,mji mkubwa zaidi Italia ni upi?
63	Je, ni kina nani wanaoishi Antaktiki?
64	Mji mkubwa Kongo ni upi?
65	Nchi ya Kamerun ilipata uhuru mwaka gani?
66	Nchi ya Thailand iko na wakazi wangapi?
67	Je,R. Kelly alianza kuimba mwaka upi?
68	Gabon ilipata uhuru mwaka upi?
69	Je mlima Kilimanjaro inapatikana katika nchi gani?
70	Je,jina ya kisayansi ya mmea wa Moringa ni ipi?
71	Je,nyangumi ndiye mnyama mkubwa zaidi katika spishi ya mamalia?
73	Je,Patrice Lumumba alizaliwa mwaka upi?
74	Je, mji mkubwa Nigeria ni upi?
75	Kombe la Mataifa ya Afrika hufanyika mara ngapi kwa mwaka?
76	Je, ndovu anabeba uja uzito kwa miezi mingapi?
77	Je rais Uhuru Kenyataa alikuwa mbunge wa wapi kabla ya kuwa rais?
78	Je,ziwa kubwa zaidi Kenya ni gani?
79	Je Oslo ni mji mkubwa wa nchi gani?
82	Je, kuna dini ngapi nchini Israeli?
83	Satelaiti iliwekwa angani kwa njia ipi?
84	Rais wa Jamhuri ya Watu wa China mwaka 2018 anaitwa nani?
85	Mohammed VI ni mfalme wa ngapi wa Moroko?
87	Sayari kubwa kuliko zingine inaitwaje?
88	Rais wa Kenya wa kwanza alikuwa nani?
89	Je,Jomo Kenyatta alizaliwa lini?
90	Mto mkubwa Rwanda ni gani?
91	The Hard Part ni sehemu ya ishirini na moja ya kipindi gani?
92	Roma ni mji katika nchi gani?
93	Aina ya Sayari ni ngapi?
94	Mji mkubwa Burundi ni upi?
95	Je,seli nyeupe ya damu ina kazi gani kuu kwenye mwili?
96	Je ni sayari gani ndogo zaidi?
97	Jina Hydrox linatokana na nini?
98	Je,Tanzania ina mikoa ngapi?
100	Je,mlima Kilimanjaro ina urefu wa kiasi gani?
102	Mji mkuu wa Brazil ni upi?
103	Jina piano lina maana gani?
104	Je, Ruwaza ya Kenya 2030 ilizinduliwa mwaka upi?
106	Barack Obama aliingia urais Marekani mwaka upi?
107	Je,mji mkuu wa Brazili ni upi?
109	Rais wa kwanza wa Amerika kujiuzulu Urais aliitwa nani?
110	Je,mlima mkubwa zaidi nchini Tanzania ni upi?
111	Rais wa kwanza wa nchi ya Libya anaitwa nani?
112	Umoja wa Afrika ulianzishwa mwaka gani?
113	Bwana Heri bin Juma alikuwa sultani wa Saadani mwaka upi?
